timestamp,market_id,market_question,category,outcome,side,size_usdc,price,transaction_hash,market_end_date,days_to_resolution,market_volume_usdc,spread,resolved_win,base_prob
2023-09-04 03:28:05.532011+00:00,0xdec48a79,Will there be a US government shutdown in March?,politics,NO,BUY,1104.49,0.4989,0x00000000000000000000000000000000000000000000000000000000000186bf,2023-09-06 20:35:48.281419+00:00,2.71,492320.0,0.0149,False,0.45
2023-09-06 18:33:12.054066+00:00,0xb8a68713,Will US unemployment exceed 5% in 2024?,politics,NO,BUY,3514.68,0.55,0x00000000000000000000000000000000000000000000000000000000000186c1,2023-09-10 00:15:47.219322+00:00,3.24,229918.0,0.0531,False,0.18
2023-09-07 02:51:42.872928+00:00,0xdec48a79,Will there be a US government shutdown in March?,politics,NO,SELL,87.0,0.0393,0x00000000000000000000000000000000000000000000000000000000000186c0,2023-09-06 20:35:48.281419+00:00,0.0,,,False,0.45
2023-09-07 20:19:44.960949+00:00,0xde035e2d,Will US unemployment exceed 5% in 2024?,politics,NO,BUY,1422.21,0.1619,0x00000000000000000000000000000000000000000000000000000000000186ad,2023-09-11 06:09:40.266108+00:00,3.41,458556.0,0.0329,True,0.18
2023-09-07 23:52:38.946127+00:00,0xaddd8d68,"Will ETH reach $4,000 before May 2024?",crypto,NO,BUY,323.79,0.55,0x00000000000000000000000000000000000000000000000000000000000186a1,2023-09-15 16:03:08.614740+00:00,7.67,30415.0,0.0147,True,0.41
2023-09-10 07:56:46.462121+00:00,0xb8a68713,Will US unemployment exceed 5% in 2024?,politics,NO,SELL,254.34,0.0398,0x00000000000000000000000000000000000000000000000000000000000186c2,2023-09-10 00:15:47.219322+00:00,0.0,,,False,0.18
2023-09-11 11:06:14.524662+00:00,0xde035e2d,Will US unemployment exceed 5% in 2024?,politics,NO,SELL,8396.22,0.9558,0x00000000000000000000000000000000000000000000000000000000000186ae,2023-09-11 06:09:40.266108+00:00,0.0,,,True,0.18
2023-09-12 14:22:56.737283+00:00,0xc9fff6e5,Will Trump be convicted before election?,politics,NO,BUY,562.51,0.4074,0x00000000000000000000000000000000000000000000000000000000000186ab,2023-09-15 01:40:38.516432+00:00,2.47,391360.0,0.0215,False,0.48
2023-09-14 12:02:10.342320+00:00,0xb7979d68,Will Elon Musk remain Twitter CEO through Dec 2024?,politics,YES,BUY,522.14,0.635,0x00000000000000000000000000000000000000000000000000000000000186a9,2023-09-18 22:08:36.494910+00:00,4.42,346521.0,0.0136,True,0.68
2023-09-14 20:17:45.167104+00:00,0xbac2eba8,Will Zelensky remain president through 2024?,politics,YES,BUY,2719.53,0.45,0x00000000000000000000000000000000000000000000000000000000000186b9,2023-09-17 00:01:42.369899+00:00,2.16,276559.0,0.0465,True,0.78
2023-09-15 04:23:07.900862+00:00,0xc9fff6e5,Will Trump be convicted before election?,politics,NO,SELL,61.72,0.0447,0x00000000000000000000000000000000000000000000000000000000000186ac,2023-09-15 01:40:38.516432+00:00,0.0,,,False,0.48
2023-09-15 20:41:09.375216+00:00,0xaddd8d68,"Will ETH reach $4,000 before May 2024?",crypto,NO,SELL,580.0,0.9852,0x00000000000000000000000000000000000000000000000000000000000186a2,2023-09-15 16:03:08.614740+00:00,0.0,,,True,0.41
2023-09-17 04:21:34.150650+00:00,0xbac2eba8,Will Zelensky remain president through 2024?,politics,YES,SELL,5772.66,0.9552,0x00000000000000000000000000000000000000000000000000000000000186ba,2023-09-17 00:01:42.369899+00:00,0.0,,,True,0.78
2023-09-19 06:38:21.344551+00:00,0xb7979d68,Will Elon Musk remain Twitter CEO through Dec 2024?,politics,YES,SELL,800.15,0.9731,0x00000000000000000000000000000000000000000000000000000000000186aa,2023-09-18 22:08:36.494910+00:00,0.0,,,True,0.68
2023-09-19 11:31:50.402498+00:00,0xfab3d637,"Will ETH reach $4,000 before May 2024?",crypto,NO,BUY,696.84,0.5565,0x00000000000000000000000000000000000000000000000000000000000186b5,2023-09-23 03:59:41.072328+00:00,3.69,272222.0,0.01,False,0.41
2023-09-19 15:49:02.314093+00:00,0xddbc2dfd,"Will NVDA hit $1,000 before June 2024?",crypto,YES,BUY,1382.4,0.45,0x00000000000000000000000000000000000000000000000000000000000186bb,2023-09-29 14:46:10.453833+00:00,9.96,126606.0,0.021,True,0.55
2023-09-20 15:22:44.895718+00:00,0xfafa26e2,Will BTC halving occur before April 20 2024?,crypto,YES,BUY,2367.95,0.45,0x00000000000000000000000000000000000000000000000000000000000186b1,2023-09-23 01:56:06.900257+00:00,2.44,283315.0,0.0571,True,0.85
2023-09-21 17:42:29.455561+00:00,0xae0f87d9,Will Macron resign before 2025?,politics,NO,BUY,1051.79,0.55,0x00000000000000000000000000000000000000000000000000000000000186a3,2023-09-27 18:56:13.616502+00:00,6.05,383022.0,0.018,True,0.12
2023-09-22 08:25:15.840603+00:00,0xf284e93d,Will Elon Musk remain Twitter CEO through Dec 2024?,politics,YES,BUY,908.14,0.6364,0x00000000000000000000000000000000000000000000000000000000000186af,2023-09-28 04:50:24.581048+00:00,5.85,254355.0,0.0478,True,0.68
2023-09-22 11:47:32.950433+00:00,0xbe90c098,Will SOL exceed $200 in Q1 2024?,crypto,NO,BUY,153.8,0.55,0x00000000000000000000000000000000000000000000000000000000000186a5,2023-09-25 10:18:00.931848+00:00,2.94,36073.0,0.033,True,0.44
2023-09-22 20:42:01.966348+00:00,0xef65719a,"Will ETH reach $4,000 before May 2024?",crypto,NO,BUY,689.97,0.5582,0x00000000000000000000000000000000000000000000000000000000000186b3,2023-09-30 14:53:24.543310+00:00,7.76,486366.0,0.0481,False,0.41
2023-09-23 09:30:23.905659+00:00,0xfab3d637,"Will ETH reach $4,000 before May 2024?",crypto,NO,SELL,13.02,0.0104,0x00000000000000000000000000000000000000000000000000000000000186b6,2023-09-23 03:59:41.072328+00:00,0.0,,,False,0.41
2023-09-23 10:51:57.494916+00:00,0xfafa26e2,Will BTC halving occur before April 20 2024?,crypto,YES,SELL,5072.68,0.964,0x00000000000000000000000000000000000000000000000000000000000186b2,2023-09-23 01:56:06.900257+00:00,0.0,,,True,0.85
2023-09-24 20:25:59.641684+00:00,0xb4c01ff4,Will Israel-Hamas ceasefire happen by March 2024?,politics,NO,BUY,1160.63,0.3294,0x00000000000000000000000000000000000000000000000000000000000186a7,2023-09-30 19:40:26.436562+00:00,5.97,125531.0,0.0245,True,0.31
2023-09-25 09:00:30.163048+00:00,0xfe237bdc,Will Trump win 2024 presidential election?,politics,YES,BUY,929.99,0.45,0x00000000000000000000000000000000000000000000000000000000000186c3,2023-10-05 08:51:12.210486+00:00,9.99,118667.0,0.0301,True,0.52
2023-09-25 13:53:54.924036+00:00,0xbe90c098,Will SOL exceed $200 in Q1 2024?,crypto,NO,SELL,269.93,0.9653,0x00000000000000000000000000000000000000000000000000000000000186a6,2023-09-25 10:18:00.931848+00:00,0.0,,,True,0.44
2023-09-26 11:41:52.738900+00:00,0xb8fbae7d,Will Biden drop out of 2024 race by July?,politics,YES,BUY,1134.54,0.4437,0x00000000000000000000000000000000000000000000000000000000000186b7,2023-10-05 20:22:59.822907+00:00,9.36,250705.0,0.0135,True,0.55
2023-09-27 05:38:56.688294+00:00,0xb2332cf0,Will US enter recession in 2024?,politics,NO,BUY,3321.14,0.55,0x00000000000000000000000000000000000000000000000000000000000186bd,2023-09-30 07:06:01.819386+00:00,3.06,468724.0,0.0386,True,0.24
2023-09-28 01:23:39.170102+00:00,0xae0f87d9,Will Macron resign before 2025?,politics,NO,SELL,1869.7,0.9777,0x00000000000000000000000000000000000000000000000000000000000186a4,2023-09-27 18:56:13.616502+00:00,0.0,,,True,0.12
2023-09-28 15:30:24.297606+00:00,0xf284e93d,Will Elon Musk remain Twitter CEO through Dec 2024?,politics,YES,SELL,1367.78,0.9585,0x00000000000000000000000000000000000000000000000000000000000186b0,2023-09-28 04:50:24.581048+00:00,0.0,,,True,0.68
2023-09-29 17:51:03.974885+00:00,0xddbc2dfd,"Will NVDA hit $1,000 before June 2024?",crypto,YES,SELL,2990.28,0.9734,0x00000000000000000000000000000000000000000000000000000000000186bc,2023-09-29 14:46:10.453833+00:00,0.0,,,True,0.55
2023-09-30 14:02:17.330055+00:00,0xb2332cf0,Will US enter recession in 2024?,politics,NO,SELL,5816.22,0.9632,0x00000000000000000000000000000000000000000000000000000000000186be,2023-09-30 07:06:01.819386+00:00,0.0,,,True,0.24
2023-09-30 22:09:50.021985+00:00,0xef65719a,"Will ETH reach $4,000 before May 2024?",crypto,NO,SELL,23.98,0.0194,0x00000000000000000000000000000000000000000000000000000000000186b4,2023-09-30 14:53:24.543310+00:00,0.0,,,False,0.41
2023-09-30 22:50:24.047285+00:00,0xb4c01ff4,Will Israel-Hamas ceasefire happen by March 2024?,politics,NO,SELL,3357.16,0.9528,0x00000000000000000000000000000000000000000000000000000000000186a8,2023-09-30 19:40:26.436562+00:00,0.0,,,True,0.31
2023-10-01 00:13:32.539039+00:00,0xf4cc9460,Will Trump win 2024 presidential election?,politics,NO,BUY,25.0,0.6003,0x00000000000000000000000000000000000000000000000000000000000186c7,2023-10-08 15:08:41.769265+00:00,7.62,42587.0,0.0354,False,0.52
2023-10-03 04:00:16.066741+00:00,0xd50d1e6c,Will Trump be convicted before election?,politics,NO,BUY,101.85,0.55,0x00000000000000000000000000000000000000000000000000000000000186dd,2023-10-12 14:52:46.867057+00:00,9.45,225763.0,0.0464,True,0.48
2023-10-05 06:15:25.244776+00:00,0xb7762f8a,Will BTC reach ATH in 2024?,crypto,YES,BUY,720.38,0.7473,0x00000000000000000000000000000000000000000000000000000000000186cd,2023-10-06 22:04:52.781503+00:00,1.66,91507.0,0.0517,True,0.74
2023-10-05 11:48:58.649909+00:00,0xfe237bdc,Will Trump win 2024 presidential election?,politics,YES,SELL,1979.85,0.958,0x00000000000000000000000000000000000000000000000000000000000186c4,2023-10-05 08:51:12.210486+00:00,0.0,,,True,0.52
2023-10-06 06:05:06.233739+00:00,0xb8fbae7d,Will Biden drop out of 2024 race by July?,politics,YES,SELL,2499.21,0.9774,0x00000000000000000000000000000000000000000000000000000000000186b8,2023-10-05 20:22:59.822907+00:00,0.0,,,True,0.55
2023-10-07 01:37:29.038783+00:00,0xbb68b2d0,Will Zelensky remain president through 2024?,politics,YES,BUY,4358.08,0.45,0x00000000000000000000000000000000000000000000000000000000000186d3,2023-10-13 19:14:28.400973+00:00,6.73,443307.0,0.0552,True,0.78
2023-10-07 07:14:07.121314+00:00,0xb7762f8a,Will BTC reach ATH in 2024?,crypto,YES,SELL,932.94,0.9678,0x00000000000000000000000000000000000000000000000000000000000186ce,2023-10-06 22:04:52.781503+00:00,0.0,,,True,0.74
2023-10-09 01:43:04.167632+00:00,0xf4cc9460,Will Trump win 2024 presidential election?,politics,NO,SELL,0.98,0.0235,0x00000000000000000000000000000000000000000000000000000000000186c8,2023-10-08 15:08:41.769265+00:00,0.0,,,False,0.52
2023-10-10 23:30:46.073340+00:00,0xf254435b,Will ChatGPT-5 be released before July 2024?,crypto,YES,BUY,2082.19,0.2629,0x00000000000000000000000000000000000000000000000000000000000186d7,2023-10-19 22:29:09.217188+00:00,8.96,408224.0,0.0541,False,0.38
2023-10-11 02:08:14.311622+00:00,0xf539ac68,Will ChatGPT-5 be released before July 2024?,crypto,NO,BUY,4415.45,0.3238,0x00000000000000000000000000000000000000000000000000000000000186d5,2023-10-17 01:28:57.826851+00:00,5.97,188537.0,0.0441,True,0.38
2023-10-11 05:11:25.371631+00:00,0xd52f0da3,Will there be a major exchange hack >$100M in 2024?,crypto,NO,BUY,5474.02,0.3504,0x00000000000000000000000000000000000000000000000000000000000186d9,2023-10-19 06:11:09.111035+00:00,8.04,33781.0,0.0335,True,0.35
2023-10-12 20:17:27.555036+00:00,0xd50d1e6c,Will Trump be convicted before election?,politics,NO,SELL,179.94,0.9717,0x00000000000000000000000000000000000000000000000000000000000186de,2023-10-12 14:52:46.867057+00:00,0.0,,,True,0.48
2023-10-14 02:52:44.001367+00:00,0xbb68b2d0,Will Zelensky remain president through 2024?,politics,YES,SELL,9488.02,0.9797,0x00000000000000000000000000000000000000000000000000000000000186d4,2023-10-13 19:14:28.400973+00:00,0.0,,,True,0.78
2023-10-17 00:45:35.739946+00:00,0xd68d8055,Will Ukraine receive F-16s before Jan 2025?,politics,YES,BUY,1902.08,0.6799,0x00000000000000000000000000000000000000000000000000000000000186d1,2023-10-19 20:44:13.010012+00:00,2.83,220434.0,0.0238,True,0.72
2023-10-17 10:17:07.045522+00:00,0xf539ac68,Will ChatGPT-5 be released before July 2024?,crypto,NO,SELL,13174.08,0.9661,0x00000000000000000000000000000000000000000000000000000000000186d6,2023-10-17 01:28:57.826851+00:00,0.0,,,True,0.38
2023-10-18 08:14:33.223849+00:00,0xfe5f7ef3,Will Macron resign before 2025?,politics,NO,BUY,3870.59,0.55,0x00000000000000000000000000000000000000000000000000000000000186cf,2023-10-24 02:29:37.506417+00:00,5.76,375072.0,0.0178,True,0.12
2023-10-19 07:09:35.483244+00:00,0xcc0ac531,Will US unemployment exceed 5% in 2024?,politics,NO,BUY,3497.93,0.55,0x00000000000000000000000000000000000000000000000000000000000186cb,2023-10-22 03:16:47.436716+00:00,2.84,379654.0,0.0136,True,0.18
2023-10-19 10:30:06.348041+00:00,0xd52f0da3,Will there be a major exchange hack >$100M in 2024?,crypto,NO,SELL,14931.7,0.9558,0x00000000000000000000000000000000000000000000000000000000000186da,2023-10-19 06:11:09.111035+00:00,0.0,,,True,0.35
2023-10-19 23:10:15.549027+00:00,0xd68d8055,Will Ukraine receive F-16s before Jan 2025?,politics,YES,SELL,2722.89,0.9733,0x00000000000000000000000000000000000000000000000000000000000186d2,2023-10-19 20:44:13.010012+00:00,0.0,,,True,0.72
2023-10-20 01:07:25.833856+00:00,0xf254435b,Will ChatGPT-5 be released before July 2024?,crypto,YES,SELL,258.19,0.0326,0x00000000000000000000000000000000000000000000000000000000000186d8,2023-10-19 22:29:09.217188+00:00,0.0,,,False,0.38
2023-10-21 09:46:35.739550+00:00,0xdca35712,Will Biden drop out of 2024 race by July?,politics,YES,BUY,73.24,0.615,0x00000000000000000000000000000000000000000000000000000000000186c5,2023-10-24 19:03:37.637585+00:00,3.39,363428.0,0.0177,True,0.55
2023-10-21 12:26:33.517470+00:00,0xd76b9b71,Will Dogecoin reach $0.50 in 2024?,crypto,NO,BUY,7071.69,0.1863,0x00000000000000000000000000000000000000000000000000000000000186db,2023-10-25 06:21:49.935912+00:00,3.75,150376.0,0.0421,False,0.22
2023-10-22 10:04:45.784377+00:00,0xcc0ac531,Will US unemployment exceed 5% in 2024?,politics,NO,SELL,6150.0,0.967,0x00000000000000000000000000000000000000000000000000000000000186cc,2023-10-22 03:16:47.436716+00:00,0.0,,,True,0.18
2023-10-23 13:21:18.879346+00:00,0xf6d41c40,Will Fed cut rates in March 2024?,politics,NO,BUY,2710.4,0.55,0x00000000000000000000000000000000000000000000000000000000000186c9,2023-10-25 04:02:05.246707+00:00,1.61,54762.0,0.0429,True,0.28
2023-10-24 07:35:55.003158+00:00,0xfe5f7ef3,Will Macron resign before 2025?,politics,NO,SELL,6769.31,0.9619,0x00000000000000000000000000000000000000000000000000000000000186d0,2023-10-24 02:29:37.506417+00:00,0.0,,,True,0.12
2023-10-24 08:52:57.500717+00:00,0xec204f96,Will Macron resign before 2025?,politics,NO,BUY,6233.09,0.55,0x00000000000000000000000000000000000000000000000000000000000186df,2023-10-26 09:51:43.662378+00:00,2.04,348126.0,0.057,True,0.12
2023-10-25 00:18:31.860034+00:00,0xdca35712,Will Biden drop out of 2024 race by July?,politics,YES,SELL,115.43,0.9693,0x00000000000000000000000000000000000000000000000000000000000186c6,2023-10-24 19:03:37.637585+00:00,0.0,,,True,0.55
2023-10-25 11:51:39.489195+00:00,0xf6d41c40,Will Fed cut rates in March 2024?,politics,NO,SELL,4857.04,0.9856,0x00000000000000000000000000000000000000000000000000000000000186ca,2023-10-25 04:02:05.246707+00:00,0.0,,,True,0.28
2023-10-25 12:36:02.820876+00:00,0xd76b9b71,Will Dogecoin reach $0.50 in 2024?,crypto,NO,SELL,835.09,0.022,0x00000000000000000000000000000000000000000000000000000000000186dc,2023-10-25 06:21:49.935912+00:00,0.0,,,False,0.22
2023-10-26 19:20:15.685065+00:00,0xec204f96,Will Macron resign before 2025?,politics,NO,SELL,10989.5,0.9697,0x00000000000000000000000000000000000000000000000000000000000186e0,2023-10-26 09:51:43.662378+00:00,0.0,,,True,0.12
2023-10-30 12:52:59.321313+00:00,0xfbae34bb,Will Tesla stock hit $300 in 2024?,crypto,NO,BUY,2449.9,0.5322,0x00000000000000000000000000000000000000000000000000000000000186e7,2023-11-06 02:38:36.523563+00:00,6.57,37414.0,0.0592,True,0.42
2023-11-03 04:55:39.975629+00:00,0xb4fa5e65,Will Trump be convicted before election?,politics,NO,BUY,25.0,0.6369,0x00000000000000000000000000000000000000000000000000000000000186f1,2023-11-05 10:48:59.645864+00:00,2.25,115315.0,0.031,True,0.48
2023-11-05 11:22:36.939178+00:00,0xf4e6f0f3,Will Japan exit negative interest rates in 2024?,politics,YES,BUY,42.72,0.6602,0x00000000000000000000000000000000000000000000000000000000000186e5,2023-11-11 22:24:56.976383+00:00,6.46,371941.0,0.0429,False,0.6
2023-11-05 21:54:10.863675+00:00,0xb4fa5e65,Will Trump be convicted before election?,politics,NO,SELL,38.15,0.9718,0x00000000000000000000000000000000000000000000000000000000000186f2,2023-11-05 10:48:59.645864+00:00,0.0,,,True,0.48
2023-11-06 10:54:42.152072+00:00,0xfbae34bb,Will Tesla stock hit $300 in 2024?,crypto,NO,SELL,4492.4,0.9759,0x00000000000000000000000000000000000000000000000000000000000186e8,2023-11-06 02:38:36.523563+00:00,0.0,,,True,0.42
2023-11-08 16:50:03.588126+00:00,0xf1a0fcfd,"Will NVDA hit $1,000 before June 2024?",crypto,YES,BUY,3299.64,0.45,0x00000000000000000000000000000000000000000000000000000000000186e3,2023-11-10 20:19:42.580674+00:00,2.15,280750.0,0.01,True,0.55
2023-11-09 22:50:42.968562+00:00,0xf7e1617a,Will Trump be convicted before election?,politics,YES,BUY,4699.48,0.3744,0x00000000000000000000000000000000000000000000000000000000000186f5,2023-11-19 00:46:21.072300+00:00,9.08,366228.0,0.052,False,0.48
2023-11-11 01:28:58.318729+00:00,0xf1a0fcfd,"Will NVDA hit $1,000 before June 2024?",crypto,YES,SELL,7196.15,0.9814,0x00000000000000000000000000000000000000000000000000000000000186e4,2023-11-10 20:19:42.580674+00:00,0.0,,,True,0.55
2023-11-12 03:32:24.634540+00:00,0xf4e6f0f3,Will Japan exit negative interest rates in 2024?,politics,YES,SELL,1.35,0.0209,0x00000000000000000000000000000000000000000000000000000000000186e6,2023-11-11 22:24:56.976383+00:00,0.0,,,False,0.6
2023-11-14 22:16:15.631705+00:00,0xe1dec0d1,Will ChatGPT-5 be released before July 2024?,crypto,NO,BUY,5563.15,0.3848,0x00000000000000000000000000000000000000000000000000000000000186e1,2023-11-16 13:23:07.267237+00:00,1.63,165003.0,0.0304,True,0.38
2023-11-16 19:38:54.224614+00:00,0xe1dec0d1,Will ChatGPT-5 be released before July 2024?,crypto,NO,SELL,13996.06,0.9681,0x00000000000000000000000000000000000000000000000000000000000186e2,2023-11-16 13:23:07.267237+00:00,0.0,,,True,0.38
2023-11-17 14:30:31.035442+00:00,0xf6e1c812,Will Trump be convicted before election?,politics,NO,BUY,25.0,0.55,0x00000000000000000000000000000000000000000000000000000000000186ed,2023-11-21 11:02:41.927167+00:00,3.86,231268.0,0.018,False,0.48
2023-11-17 19:14:02.819876+00:00,0xad2a05e3,Will BTC reach ATH in 2024?,crypto,YES,BUY,1593.11,0.7608,0x00000000000000000000000000000000000000000000000000000000000186f3,2023-11-26 12:17:17.648196+00:00,8.71,477414.0,0.031,False,0.74
2023-11-19 04:49:28.565732+00:00,0xe11530c9,"Will ETH reach $4,000 before May 2024?",crypto,NO,BUY,7122.68,0.3697,0x00000000000000000000000000000000000000000000000000000000000186eb,2023-11-22 04:05:39.433717+00:00,2.97,79669.0,0.0332,True,0.41
